4	1610612758	1610612760	Kings	Thunder
4	1610612764	1610612749	Wizards	Bucks
4	1610612758	1610612745	Kings	Rockets
4	1610612762	1610612744	Jazz	Warriors
4	1610612737	1610612751	Hawks	Nets
4	1610612755	1610612761	76ers	Raptors
4	1610612758	1610612756	Kings	Suns
4	1610612763	1610612750	Grizzlies	Timberwolves
4	1610612750	1610612763	Timberwolves	Grizzlies
4	1610612742	1610612745	Mavericks	Rockets
4	1610612751	1610612754	Nets	Pacers
4	1610612754	1610612737	Pacers	Hawks
4	1610612738	1610612753	Celtics	Magic
4	1610612753	1610612738	Magic	Celtics
4	1610612765	1610612761	Pistons	Raptors
4	1610612737	1610612766	Hawks	Hornets
4	1610612764	1610612765	Wizards	Pistons
4	1610612756	1610612747	Suns	Lakers
4	1610612755	1610612754	76ers	Pacers
4	1610612760	1610612758	Thunder	Kings
4	1610612746	1610612763	Clippers	Grizzlies
4	1610612749	1610612766	Bucks	Hornets
4	1610612755	1610612765	76ers	Pistons
4	1610612745	1610612746	Rockets	Clippers
3	1610612763	1610612744	Grizzlies	Warriors
3	1610612742	1610612747	Mavericks	Lakers
3	1610612742	1610612746	Mavericks	Clippers
3	1610612749	1610612748	Bucks	Heat
3	1610612752	1610612745	Knicks	Rockets
3	1610612759	1610612753	Spurs	Magic
3	1610612753	1610612752	Magic	Knicks
3	1610612754	1610612740	Pacers	Pelicans
3	1610612755	1610612737	76ers	Hawks
3	1610612763	1610612762	Grizzlies	Jazz
3	1610612740	1610612737	Pelicans	Hawks
3	1610612756	1610612760	Suns	Thunder
3	1610612762	1610612763	Jazz	Grizzlies
3	1610612750	1610612759	Timberwolves	Spurs
3	1610612739	1610612748	Cavaliers	Heat
3	1610612737	1610612755	Hawks	76ers
3	1610612759	1610612750	Spurs	Timberwolves
3	1610612751	1610612741	Nets	Bulls
3	1610612758	1610612743	Kings	Nuggets
3	1610612755	1610612763	76ers	Grizzlies
3	1610612740	1610612760	Pelicans	Thunder
3	1610612748	1610612759	Heat	Spurs
3	1610612759	1610612757	Spurs	Trail Blazers
3	1610612753	1610612740	Magic	Pelicans
3	1610612755	1610612749	76ers	Bucks
3	1610612763	1610612746	Grizzlies	Clippers
3	1610612743	1610612745	Nuggets	Rockets
3	1610612745	1610612758	Rockets	Kings
3	1610612740	1610612743	Pelicans	Nuggets
3	1610612751	1610612737	Nets	Hawks
3	1610612745	1610612756	Rockets	Suns
3	1610612753	1610612742	Magic	Mavericks
3	1610612746	1610612766	Clippers	Hornets
3	1610612741	1610612753	Bulls	Magic
3	1610612757	1610612759	Trail Blazers	Spurs
3	1610612738	1610612748	Celtics	Heat
3	1610612741	1610612742	Bulls	Mavericks
3	1610612761	1610612750	Raptors	Timberwolves
3	1610612757	1610612742	Trail Blazers	Mavericks
3	1610612737	1610612742	Hawks	Mavericks
3	1610612740	1610612748	Pelicans	Heat
3	1610612755	1610612741	76ers	Bulls
3	1610612739	1610612742	Cavaliers	Mavericks
3	1610612742	1610612737	Mavericks	Hawks
3	1610612742	1610612757	Mavericks	Trail Blazers
3	1610612758	1610612750	Kings	Timberwolves
3	1610612759	1610612747	Spurs	Lakers
3	1610612748	1610612738	Heat	Celtics
3	1610612760	1610612763	Thunder	Grizzlies
3	1610612745	1610612753	Rockets	Magic
3	1610612741	1610612751	Bulls	Nets
3	1610612740	1610612756	Pelicans	Suns
3	1610612747	1610612761	Lakers	Raptors
3	1610612751	1610612766	Nets	Hornets
3	1610612762	1610612742	Jazz	Mavericks
3	1610612766	1610612761	Hornets	Raptors
3	1610612746	1610612760	Clippers	Thunder
3	1610612757	1610612747	Trail Blazers	Lakers
3	1610612753	1610612763	Magic	Grizzlies
3	1610612765	1610612753	Pistons	Magic
3	1610612760	1610612756	Thunder	Suns
3	1610612741	1610612737	Bulls	Hawks
3	1610612743	1610612741	Nuggets	Bulls
3	1610612745	1610612760	Rockets	Thunder
3	1610612742	1610612762	Mavericks	Jazz
3	1610612750	1610612761	Timberwolves	Raptors
3	1610612766	1610612765	Hornets	Pistons
3	1610612738	1610612765	Celtics	Pistons
3	1610612766	1610612742	Hornets	Mavericks
3	1610612745	1610612743	Rockets	Nuggets
3	1610612739	1610612766	Cavaliers	Hornets
3	1610612749	1610612751	Bucks	Nets
3	1610612753	1610612754	Magic	Pacers
3	1610612753	1610612765	Magic	Pistons
3	1610612759	1610612765	Spurs	Pistons
3	1610612737	1610612759	Hawks	Spurs
3	1610612750	1610612741	Timberwolves	Bulls
3	1610612737	1610612749	Hawks	Bucks
3	1610612743	1610612740	Nuggets	Pelicans
3	1610612737	1610612752	Hawks	Knicks
3	1610612752	1610612764	Knicks	Wizards
3	1610612751	1610612749	Nets	Bucks
3	1610612745	1610612748	Rockets	Heat
3	1610612742	1610612749	Mavericks	Bucks
3	1610612744	1610612761	Warriors	Raptors
3	1610612756	1610612743	Suns	Nuggets
3	1610612742	1610612753	Mavericks	Magic
3	1610612766	1610612754	Hornets	Pacers
3	1610612748	1610612739	Heat	Cavaliers
3	1610612749	1610612737	Bucks	Hawks
3	1610612741	1610612738	Bulls	Celtics
3	1610612746	1610612761	Clippers	Raptors
3	1610612753	1610612755	Magic	76ers
3	1610612746	1610612762	Clippers	Jazz
3	1610612749	1610612750	Bucks	Timberwolves
3	1610612750	1610612747	Timberwolves	Lakers
3	1610612766	1610612746	Hornets	Clippers
3	1610612740	1610612741	Pelicans	Bulls
3	1610612742	1610612741	Mavericks	Bulls
3	1610612748	1610612749	Heat	Bucks
3	1610612763	1610612753	Grizzlies	Magic
3	1610612749	1610612761	Bucks	Raptors
3	1610612750	1610612749	Timberwolves	Bucks
3	1610612739	1610612763	Cavaliers	Grizzlies
3	1610612757	1610612761	Trail Blazers	Raptors
2	1610612760	1610612749	Thunder	Bucks
2	1610612751	1610612747	Nets	Lakers
2	1610612759	1610612749	Spurs	Bucks
2	1610612740	1610612739	Pelicans	Cavaliers
2	1610612743	1610612738	Nuggets	Celtics
2	1610612751	1610612743	Nets	Nuggets
2	1610612760	1610612764	Thunder	Wizards
2	1610612743	1610612761	Nuggets	Raptors
2	1610612752	1610612754	Knicks	Pacers
2	1610612738	1610612762	Celtics	Jazz
2	1610612751	1610612757	Nets	Trail Blazers
2	1610612737	1610612750	Hawks	Timberwolves
2	1610612739	1610612760	Cavaliers	Thunder
2	1610612737	1610612762	Hawks	Jazz
2	1610612762	1610612752	Jazz	Knicks
2	1610612748	1610612747	Heat	Lakers
2	1610612762	1610612749	Jazz	Bucks
2	1610612741	1610612757	Bulls	Trail Blazers
2	1610612766	1610612757	Hornets	Trail Blazers
2	1610612747	1610612749	Lakers	Bucks
2	1610612765	1610612757	Pistons	Trail Blazers
2	1610612759	1610612741	Spurs	Bulls
2	1610612764	1610612756	Wizards	Suns
2	1610612757	1610612754	Trail Blazers	Pacers
2	1610612737	1610612744	Hawks	Warriors
2	1610612749	1610612746	Bucks	Clippers
2	1610612766	1610612750	Hornets	Timberwolves
2	1610612751	1610612762	Nets	Jazz
2	1610612760	1610612748	Thunder	Heat
2	1610612744	1610612748	Warriors	Heat
2	1610612763	1610612751	Grizzlies	Nets
2	1610612759	1610612761	Spurs	Raptors
2	1610612747	1610612748	Lakers	Heat
2	1610612754	1610612750	Pacers	Timberwolves
2	1610612762	1610612751	Jazz	Nets
2	1610612740	1610612754	Pelicans	Pacers
2	1610612757	1610612751	Trail Blazers	Nets
2	1610612744	1610612766	Warriors	Hornets
2	1610612743	1610612749	Nuggets	Bucks
2	1610612762	1610612739	Jazz	Cavaliers
2	1610612748	1610612745	Heat	Rockets
2	1610612744	1610612754	Warriors	Pacers
2	1610612740	1610612749	Pelicans	Bucks
2	1610612756	1610612754	Suns	Pacers
2	1610612747	1610612753	Lakers	Magic
2	1610612753	1610612750	Magic	Timberwolves
2	1610612737	1610612760	Hawks	Thunder
2	1610612747	1610612764	Lakers	Wizards
2	1610612761	1610612763	Raptors	Grizzlies
2	1610612751	1610612750	Nets	Timberwolves
2	1610612762	1610612758	Jazz	Kings
2	1610612766	1610612756	Hornets	Suns
2	1610612756	1610612742	Suns	Mavericks
2	1610612754	1610612755	Pacers	76ers
2	1610612757	1610612749	Trail Blazers	Bucks
2	1610612753	1610612762	Magic	Jazz
2	1610612756	1610612749	Suns	Bucks
2	1610612756	1610612737	Suns	Hawks
2	1610612752	1610612742	Knicks	Mavericks
2	1610612741	1610612762	Bulls	Jazz
2	1610612751	1610612745	Nets	Rockets
2	1610612756	1610612739	Suns	Cavaliers
2	1610612738	1610612756	Celtics	Suns
2	1610612752	1610612759	Knicks	Spurs
2	1610612741	1610612747	Bulls	Lakers
2	1610612737	1610612745	Hawks	Rockets
2	1610612758	1610612737	Kings	Hawks
2	1610612749	1610612759	Bucks	Spurs
2	1610612763	1610612764	Grizzlies	Wizards
2	1610612747	1610612752	Lakers	Knicks
2	1610612745	1610612755	Rockets	76ers
2	1610612751	1610612756	Nets	Suns
2	1610612755	1610612757	76ers	Trail Blazers
2	1610612748	1610612743	Heat	Nuggets
2	1610612759	1610612738	Spurs	Celtics
2	1610612752	1610612760	Knicks	Thunder
2	1610612742	1610612764	Mavericks	Wizards
2	1610612742	1610612751	Mavericks	Nets
2	1610612761	1610612756	Raptors	Suns
2	1610612764	1610612741	Wizards	Bulls
2	1610612737	1610612757	Hawks	Trail Blazers
2	1610612759	1610612751	Spurs	Nets
2	1610612764	1610612740	Wizards	Pelicans
2	1610612749	1610612747	Bucks	Lakers
2	1610612746	1610612754	Clippers	Pacers
2	1610612743	1610612764	Nuggets	Wizards
2	1610612746	1610612749	Clippers	Bucks
2	1610612745	1610612754	Rockets	Pacers
2	1610612763	1610612754	Grizzlies	Pacers
2	1610612763	1610612739	Grizzlies	Cavaliers
2	1610612754	1610612745	Pacers	Rockets
2	1610612758	1610612764	Kings	Wizards
2	1610612764	1610612743	Wizards	Nuggets
2	1610612751	1610612742	Nets	Mavericks
2	1610612737	1610612740	Hawks	Pelicans
2	1610612741	1610612743	Bulls	Nuggets
2	1610612739	1610612745	Cavaliers	Rockets
2	1610612747	1610612765	Lakers	Pistons
2	1610612744	1610612764	Warriors	Wizards
2	1610612740	1610612753	Pelicans	Magic
2	1610612748	1610612750	Heat	Timberwolves
2	1610612754	1610612759	Pacers	Spurs
2	1610612748	1610612746	Heat	Clippers
2	1610612744	1610612751	Warriors	Nets
2	1610612760	1610612761	Thunder	Raptors
2	1610612763	1610612755	Grizzlies	76ers
2	1610612755	1610612760	76ers	Thunder
2	1610612758	1610612763	Kings	Grizzlies
2	1610612744	1610612741	Warriors	Bulls
2	1610612753	1610612747	Magic	Lakers
2	1610612742	1610612754	Mavericks	Pacers
2	1610612765	1610612760	Pistons	Thunder
2	1610612748	1610612740	Heat	Pelicans
2	1610612757	1610612737	Trail Blazers	Hawks
2	1610612758	1610612761	Kings	Raptors
2	1610612756	1610612761	Suns	Raptors
2	1610612765	1610612747	Pistons	Lakers
2	1610612745	1610612761	Rockets	Raptors
2	1610612750	1610612752	Timberwolves	Knicks
2	1610612760	1610612753	Thunder	Magic
2	1610612763	1610612766	Grizzlies	Hornets
2	1610612762	1610612753	Jazz	Magic
2	1610612766	1610612758	Hornets	Kings
2	1610612765	1610612750	Pistons	Timberwolves
2	1610612752	1610612740	Knicks	Pelicans
2	1610612739	1610612743	Cavaliers	Nuggets
2	1610612738	1610612745	Celtics	Rockets
2	1610612754	1610612763	Pacers	Grizzlies
2	1610612738	1610612740	Celtics	Pelicans
2	1610612738	1610612747	Celtics	Lakers
2	1610612748	1610612758	Heat	Kings
2	1610612739	1610612757	Cavaliers	Trail Blazers
2	1610612765	1610612759	Pistons	Spurs
2	1610612762	1610612737	Jazz	Hawks
2	1610612745	1610612766	Rockets	Hornets
2	1610612753	1610612757	Magic	Trail Blazers
2	1610612757	1610612765	Trail Blazers	Pistons
2	1610612757	1610612738	Trail Blazers	Celtics
2	1610612760	1610612754	Thunder	Pacers
2	1610612750	1610612766	Timberwolves	Hornets
2	1610612762	1610612761	Jazz	Raptors
2	1610612762	1610612748	Jazz	Heat
2	1610612738	1610612744	Celtics	Warriors
2	1610612755	1610612756	76ers	Suns
2	1610612754	1610612764	Pacers	Wizards
2	1610612762	1610612738	Jazz	Celtics
2	1610612766	1610612747	Hornets	Lakers
2	1610612757	1610612741	Trail Blazers	Bulls
2	1610612764	1610612747	Wizards	Lakers
2	1610612746	1610612739	Clippers	Cavaliers
2	1610612762	1610612741	Jazz	Bulls
2	1610612758	1610612749	Kings	Bucks
2	1610612747	1610612755	Lakers	76ers
2	1610612760	1610612755	Thunder	76ers
2	1610612743	1610612746	Nuggets	Clippers
2	1610612742	1610612765	Mavericks	Pistons
2	1610612741	1610612759	Bulls	Spurs
2	1610612750	1610612753	Timberwolves	Magic
2	1610612756	1610612753	Suns	Magic
2	1610612755	1610612740	76ers	Pelicans
2	1610612755	1610612743	76ers	Nuggets
2	1610612745	1610612765	Rockets	Pistons
2	1610612762	1610612764	Jazz	Wizards
2	1610612753	1610612743	Magic	Nuggets
2	1610612755	1610612762	76ers	Jazz
2	1610612752	1610612758	Knicks	Kings
2	1610612738	1610612760	Celtics	Thunder
2	1610612765	1610612762	Pistons	Jazz
2	1610612765	1610612758	Pistons	Kings
2	1610612752	1610612757	Knicks	Trail Blazers
2	1610612751	1610612746	Nets	Clippers
2	1610612741	1610612745	Bulls	Rockets
2	1610612745	1610612751	Rockets	Nets
2	1610612764	1610612759	Wizards	Spurs
2	1610612749	1610612743	Bucks	Nuggets
